CustomerKey;First Name;Last Name;Full Name;DateFirstPurchase;YearlyIncome;CommuteDistance;Customer City
16688;Tabitha;Gomez;Tabitha Gomez;2020-02-26 00:00:00.000;60000;0-1 Miles;Findon
16689;Rafael;Shen;Rafael Shen;2022-08-18 00:00:00.000;60000;5-10 Miles;Coffs Harbour
16690;Aimee;Wu;Aimee Wu;2022-09-12 00:00:00.000;110000;10+ Miles;North Ryde
16691;Paula;Romero;Paula Romero;2020-02-28 00:00:00.000;110000;1-2 Miles;Perth
16692;Jay;Diaz;Jay Diaz;2022-04-10 00:00:00.000;60000;5-10 Miles;Coffs Harbour
16693;Ethan;Coleman;Ethan Coleman;2020-02-21 00:00:00.000;60000;0-1 Miles;Caloundra
16694;Mandy;Sun;Mandy Sun;2022-02-21 00:00:00.000;60000;5-10 Miles;St. Leonards
16695;Dwayne;Serrano;Dwayne Serrano;2022-09-03 00:00:00.000;90000;1-2 Miles;Wollongong
16696;Claudia;Zeng;Claudia Zeng;2020-02-04 00:00:00.000;70000;0-1 Miles;Gold Coast
16697;Wyatt;Henderson;Wyatt Henderson;2022-02-25 00:00:00.000;80000;1-2 Miles;Townsville
16698;Mallory;Gill;Mallory Gill;2022-05-17 00:00:00.000;70000;5-10 Miles;East Brisbane
16699;Dominic;Kapoor;Dominic Kapoor;2022-05-09 00:00:00.000;100000;10+ Miles;Geelong
16700;Billy;Gill;Billy Gill;2022-06-18 00:00:00.000;70000;5-10 Miles;Hobart
16701;Laura;Zheng;Laura Zheng;2020-02-18 00:00:00.000;70000;0-1 Miles;North Ryde
16702;Patricia;Raman;Patricia Raman;2020-02-21 00:00:00.000;60000;0-1 Miles;Cranbourne
16703;Denise;Sanchez;Denise Sanchez;2020-02-09 00:00:00.000;60000;5-10 Miles;Hobart
16704;Karla;Chavez;Karla Chavez;2022-06-25 00:00:00.000;70000;0-1 Miles;Lane Cove
16705;Jacqueline;Wood;Jacqueline Wood;2022-08-10 00:00:00.000;80000;0-1 Miles;Coffs Harbour
16706;Jenny;Shan;Jenny Shan;2022-09-22 00:00:00.000;80000;1-2 Miles;Darlinghurst
16707;Derrick;Serrano;Derrick Serrano;2020-02-21 00:00:00.000;90000;2-5 Miles;Hervey Bay
16708;Kellie;Sanz;Kellie Sanz;2020-02-19 00:00:00.000;90000;5-10 Miles;Lavender Bay
16709;Roy;Alvarez;Roy Alvarez;2022-07-21 00:00:00.000;30000;5-10 Miles;Hawthorne
16710;Carla;Arthur;Carla Arthur;2022-07-03 00:00:00.000;70000;10+ Miles;Milsons Point
16711;Jorge;Zhao;Jorge Zhao;2022-03-07 00:00:00.000;70000;10+ Miles;North Sydney
16712;Suzanne;Lu;Suzanne Lu;2020-02-03 00:00:00.000;70000;0-1 Miles;Coffs Harbour
16713;Tony;Nara;Tony Nara;2020-02-23 00:00:00.000;40000;0-1 Miles;East Brisbane
16714;Dalton;Nicholls;Dalton Nicholls;2022-08-04 00:00:00.000;30000;5-10 Miles;National City
16715;Katelyn;Ramirez;Katelyn Ramirez;2022-08-24 00:00:00.000;30000;5-10 Miles;Mill Valley
16716;Jose;Henderson;Jose Henderson;2022-04-08 00:00:00.000;30000;0-1 Miles;Puyallup
16717;Masaki;Umeda;Masaki Umeda;2022-04-11 00:00:00.000;40000;5-10 Miles;Langford
16718;Gavin;Stone;Gavin Stone;2022-11-18 00:00:00.000;40000;5-10 Miles;Downey
16719;Trevor;Russell;Trevor Russell;2022-10-19 00:00:00.000;40000;5-10 Miles;Burlingame
16720;Morgan;Perry;Morgan Perry;2022-07-01 00:00:00.000;30000;5-10 Miles;Burbank
16721;Xavier;Sanders;Xavier Sanders;2022-04-08 00:00:00.000;30000;0-1 Miles;Langley
16722;Sean;Gray;Sean Gray;2022-11-28 00:00:00.000;30000;5-10 Miles;Puyallup
16723;Barbara;Zhao;Barbara Zhao;2023-01-21 00:00:00.000;30000;5-10 Miles;Burlingame
16724;Gabriel;Yang;Gabriel Yang;2022-11-02 00:00:00.000;30000;0-1 Miles;Newport Beach
16725;Jacob;Williams;Jacob Williams;2022-12-09 00:00:00.000;30000;5-10 Miles;Issaquah
16726;Miguel;Wood;Miguel Wood;2022-12-26 00:00:00.000;30000;5-10 Miles;El Cajon
16727;Charles;Johnston;Charles Johnston;2022-05-31 00:00:00.000;40000;0-1 Miles;Lynnwood
16728;Cole;Morris;Cole Morris;2022-06-09 00:00:00.000;40000;5-10 Miles;Milwaukie
16729;Tommy;Nara;Tommy Nara;2022-08-16 00:00:00.000;30000;5-10 Miles;Hobart
16730;Mariah;Long;Mariah Long;2022-12-02 00:00:00.000;30000;0-1 Miles;Rockhampton
16731;Nicole;White;Nicole White;2022-03-03 00:00:00.000;30000;5-10 Miles;Newton
16732;Natalie;Flores;Natalie Flores;2022-07-19 00:00:00.000;40000;0-1 Miles;Port Orchard
16733;Douglas;Srini;Douglas Srini;2022-08-04 00:00:00.000;40000;5-10 Miles;Springwood
16734;Emma;Martinez;Emma Martinez;2022-04-29 00:00:00.000;40000;5-10 Miles;Sydney
16735;Melissa;Hayes;Melissa Hayes;2022-08-21 00:00:00.000;40000;0-1 Miles;Lynnwood
16736;Kelly;Alexander;Kelly Alexander;2022-06-15 00:00:00.000;40000;0-1 Miles;Port Orchard
16737;Steven;Selikoff;Steven Selikoff;2022-09-17 00:00:00.000;40000;5-10 Miles;Burien
16738;Ramon;Lu;Ramon Lu;2022-03-13 00:00:00.000;30000;5-10 Miles;Hawthorne
16739;Cory;Weber;Cory Weber;2022-03-07 00:00:00.000;40000;5-10 Miles;Silverwater
16740;Elijah;Li;Elijah Li;2020-01-31 00:00:00.000;40000;0-1 Miles;Melton
16741;Alan;Xu;Alan Xu;2020-02-01 00:00:00.000;40000;0-1 Miles;Rhodes
16742;Mitchell;Pal;Mitchell Pal;2020-02-22 00:00:00.000;40000;0-1 Miles;Wollongong
16743;Ariana;Stewart;Ariana Stewart;2020-01-29 00:00:00.000;40000;0-1 Miles;Coffs Harbour
16744;Lacey;Guo;Lacey Guo;2020-02-16 00:00:00.000;40000;0-1 Miles;North Ryde
16745;Krista;Moreno;Krista Moreno;2020-02-07 00:00:00.000;60000;0-1 Miles;Townsville
16746;Brianna;Peterson;Brianna Peterson;2022-02-28 00:00:00.000;40000;1-2 Miles;Lake Oswego
16747;Alexander;Davis;Alexander Davis;2022-06-30 00:00:00.000;40000;1-2 Miles;Salem
16748;Patrick;Peterson;Patrick Peterson;2022-12-08 00:00:00.000;40000;5-10 Miles;Coronado
16749;Aaron;Coleman;Aaron Coleman;2022-12-05 00:00:00.000;30000;5-10 Miles;Santa Monica
16750;Seth;Sanders;Seth Sanders;2022-03-21 00:00:00.000;30000;5-10 Miles;Torrance
16751;Aaron;Scott;Aaron Scott;2022-07-20 00:00:00.000;60000;5-10 Miles;Sedro Woolley
16752;Mason;Wright;Mason Wright;2022-08-17 00:00:00.000;60000;5-10 Miles;Torrance
16753;Rachel;Harris;Rachel Harris;2022-10-19 00:00:00.000;70000;5-10 Miles;Lake Oswego
16754;Alex;Bell;Alex Bell;2022-03-17 00:00:00.000;80000;1-2 Miles;N. Vancouver
16755;Olivia;James;Olivia James;2022-10-19 00:00:00.000;80000;1-2 Miles;Redmond
16756;Richard;Allen;Richard Allen;2022-10-16 00:00:00.000;80000;0-1 Miles;Spokane
16757;Mackenzie;Cox;Mackenzie Cox;2022-12-31 00:00:00.000;110000;5-10 Miles;Portland
16758;Justin;Perry;Justin Perry;2022-06-04 00:00:00.000;110000;1-2 Miles;Victoria
16759;Jasmine;Bell;Jasmine Bell;2022-10-23 00:00:00.000;110000;2-5 Miles;San Francisco
16760;Sydney;Alexander;Sydney Alexander;2022-03-10 00:00:00.000;60000;0-1 Miles;Santa Monica
16761;Angel;Ward;Angel Ward;2022-09-21 00:00:00.000;40000;1-2 Miles;Everett
16762;Franklin;Ferrier;Franklin Ferrier;2022-09-22 00:00:00.000;50000;1-2 Miles;Burien
16763;Juan;Suarez;Juan Suarez;2022-04-11 00:00:00.000;50000;1-2 Miles;Cliffside
16764;Thomas;Davis;Thomas Davis;2022-05-21 00:00:00.000;50000;1-2 Miles;Newton
16765;Dalton;White;Dalton White;2022-07-28 00:00:00.000;50000;0-1 Miles;Yakima
16766;Summer;Arun;Summer Arun;2022-11-04 00:00:00.000;50000;1-2 Miles;Beverly Hills
16767;Rafael;Liu;Rafael Liu;2022-03-14 00:00:00.000;50000;0-1 Miles;Burbank
16768;Eduardo;Barnes;Eduardo Barnes;2023-01-20 00:00:00.000;50000;0-1 Miles;Concord
16769;Tyler;Walker;Tyler Walker;2022-10-17 00:00:00.000;60000;1-2 Miles;Downey
16770;Charles;Rogers;Charles Rogers;2022-09-07 00:00:00.000;60000;0-1 Miles;Lakewood
16771;Ian;Walker;Ian Walker;2022-02-23 00:00:00.000;50000;1-2 Miles;Cliffside
16772;Morgan;Parker;Morgan Parker;2022-03-15 00:00:00.000;50000;1-2 Miles;Oak Bay
16773;David;Lal;David Lal;2022-07-08 00:00:00.000;60000;0-1 Miles;Woodburn
16774;Eduardo;Perry;Eduardo Perry;2022-06-15 00:00:00.000;60000;2-5 Miles;Yakima
16775;Sarah;Russell;Sarah Russell;2022-09-19 00:00:00.000;60000;0-1 Miles;Colma
16776;Dalton;Lewis;Dalton Lewis;2022-09-28 00:00:00.000;50000;2-5 Miles;Bellingham
16777;Cameron;Simmons;Cameron Simmons;2022-02-24 00:00:00.000;70000;1-2 Miles;Milwaukie
16778;Blake;Hayes;Blake Hayes;2022-10-27 00:00:00.000;60000;10+ Miles;Burbank
16779;Morgan;Watson;Morgan Watson;2022-10-24 00:00:00.000;70000;10+ Miles;West Covina
16780;Carlos;Bailey;Carlos Bailey;2022-09-05 00:00:00.000;70000;2-5 Miles;Puyallup
16781;Dylan;Chen;Dylan Chen;2022-01-29 00:00:00.000;70000;10+ Miles;El Cajon
16782;Lucas;Clark;Lucas Clark;2022-10-08 00:00:00.000;60000;2-5 Miles;Port Orchard
16783;Grace;Barnes;Grace Barnes;2022-11-22 00:00:00.000;60000;10+ Miles;Tacoma
16784;Chloe;Long;Chloe Long;2022-05-02 00:00:00.000;60000;10+ Miles;Haney
16785;Christian;Lee;Christian Lee;2022-09-30 00:00:00.000;70000;10+ Miles;Tacoma
16786;Lucas;Reed;Lucas Reed;2022-10-26 00:00:00.000;70000;10+ Miles;Los Angeles
16787;Nicole;Jackson;Nicole Jackson;2022-11-25 00:00:00.000;70000;10+ Miles;Bellflower
16788;Ronnie;Gao;Ronnie Gao;2022-04-15 00:00:00.000;60000;2-5 Miles;Burlingame
16789;Jennifer;Harris;Jennifer Harris;2022-12-19 00:00:00.000;60000;2-5 Miles;Seattle
16790;Hunter;Lopez;Hunter Lopez;2022-12-25 00:00:00.000;60000;2-5 Miles;Portland
16791;Leonard;Yuan;Leonard Yuan;2022-05-23 00:00:00.000;60000;10+ Miles;Cliffside
16792;Maria;Torres;Maria Torres;2022-01-17 00:00:00.000;60000;2-5 Miles;Long Beach
16793;Savannah;Hernandez;Savannah Hernandez;2022-01-07 00:00:00.000;60000;10+ Miles;Santa Cruz
16794;Taylor;Cook;Taylor Cook;2022-01-15 00:00:00.000;60000;10+ Miles;Redmond
16795;Regina;Garcia;Regina Garcia;2022-11-24 00:00:00.000;70000;1-2 Miles;Berkeley
16796;Kaitlyn;Martin;Kaitlyn Martin;2022-05-17 00:00:00.000;60000;10+ Miles;Sedro Woolley
16797;Evan;Reed;Evan Reed;2022-01-08 00:00:00.000;60000;2-5 Miles;Walla Walla
16798;Latasha;Martin;Latasha Martin;2022-01-16 00:00:00.000;60000;2-5 Miles;Coronado
16799;Stephanie;Gonzales;Stephanie Gonzales;2022-01-23 00:00:00.000;60000;2-5 Miles;Fremont
16800;Jordan;Roberts;Jordan Roberts;2022-06-17 00:00:00.000;40000;2-5 Miles;Langley
16801;Jasmine;Henderson;Jasmine Henderson;2022-09-10 00:00:00.000;60000;10+ Miles;Bellingham
16802;Lucas;Allen;Lucas Allen;2022-02-17 00:00:00.000;60000;10+ Miles;Lynnwood
16803;Marcus;Peterson;Marcus Peterson;2022-01-14 00:00:00.000;60000;2-5 Miles;Puyallup
16804;Adam;Zhang;Adam Zhang;2022-01-15 00:00:00.000;60000;2-5 Miles;W. Linn
16805;Fernando;Allen;Fernando Allen;2022-01-15 00:00:00.000;60000;10+ Miles;W. Linn
16806;Louis;Zhao;Louis Zhao;2022-12-07 00:00:00.000;60000;2-5 Miles;Burlingame
16807;Virginia;Suri;Virginia Suri;2022-01-14 00:00:00.000;60000;10+ Miles;Chula Vista
16808;Jessica;Long;Jessica Long;2022-09-16 00:00:00.000;70000;1-2 Miles;Lincoln Acres
16809;Bailey;Sanders;Bailey Sanders;2022-10-16 00:00:00.000;70000;10+ Miles;Redwood City
16810;Michael;Rodriguez;Michael Rodriguez;2022-08-09 00:00:00.000;70000;2-5 Miles;Oak Bay
16811;Luis;Zhang;Luis Zhang;2022-02-27 00:00:00.000;60000;10+ Miles;Tacoma
16812;Alexa;Richardson;Alexa Richardson;2022-02-16 00:00:00.000;60000;2-5 Miles;Imperial Beach
16813;Carson;Diaz;Carson Diaz;2022-11-24 00:00:00.000;60000;10+ Miles;Lakewood
16814;Isabella;Collins;Isabella Collins;2022-02-03 00:00:00.000;70000;10+ Miles;National City
16815;Jacob;Brown;Jacob Brown;2023-01-10 00:00:00.000;70000;1-2 Miles;Novato
16816;Julia;Miller;Julia Miller;2023-01-04 00:00:00.000;70000;10+ Miles;Redwood City
16817;Evan;Peterson;Evan Peterson;2022-10-13 00:00:00.000;70000;10+ Miles;San Diego
16818;Gabrielle;Reed;Gabrielle Reed;2022-10-07 00:00:00.000;70000;2-5 Miles;Spring Valley
16819;Dalton;Cox;Dalton Cox;2022-10-13 00:00:00.000;70000;2-5 Miles;Issaquah
16820;Isabella;Gray;Isabella Gray;2022-08-21 00:00:00.000;70000;10+ Miles;Port Hammond
16821;Mary;Carter;Mary Carter;2021-07-03 00:00:00.000;130000;5-10 Miles;Solingen
16822;Marshall;Lin;Marshall Lin;2021-05-10 00:00:00.000;150000;5-10 Miles;Peterborough
16823;Stacy;Ruiz;Stacy Ruiz;2021-05-09 00:00:00.000;160000;5-10 Miles;Liverpool
16824;Randall;Munoz;Randall Munoz;2021-07-21 00:00:00.000;120000;5-10 Miles;Berlin
16825;Susan;Zeng;Susan Zeng;2022-11-17 00:00:00.000;120000;5-10 Miles;Bottrop
16826;Roberto;Vazquez;Roberto Vazquez;2021-08-24 00:00:00.000;130000;5-10 Miles;Solingen
16827;Jeffery;Chen;Jeffery Chen;2021-05-14 00:00:00.000;170000;0-1 Miles;Wokingham
16828;Logan;Mitchell;Logan Mitchell;2021-05-15 00:00:00.000;160000;0-1 Miles;Oxford
16829;Wayne;Lal;Wayne Lal;2021-05-07 00:00:00.000;160000;5-10 Miles;Runcorn
16830;Alexandra;Hall;Alexandra Hall;2021-08-01 00:00:00.000;130000;5-10 Miles;Solingen
16831;Theodore;Vazquez;Theodore Vazquez;2021-05-24 00:00:00.000;130000;0-1 Miles;Gloucestershire
16832;Isaiah;Parker;Isaiah Parker;2022-10-22 00:00:00.000;70000;5-10 Miles;Renton
16833;Richard;Cooper;Richard Cooper;2022-10-28 00:00:00.000;90000;2-5 Miles;Glendale
16834;Morgan;Peterson;Morgan Peterson;2022-05-26 00:00:00.000;50000;5-10 Miles;Haney
16835;Noah;Nelson;Noah Nelson;2022-10-12 00:00:00.000;70000;5-10 Miles;Burien
16836;David;Thomas;David Thomas;2022-08-16 00:00:00.000;90000;2-5 Miles;Cliffside
16837;Elizabeth;Jackson;Elizabeth Jackson;2022-08-04 00:00:00.000;90000;2-5 Miles;Langford
16838;Jonathan;Griffin;Jonathan Griffin;2022-09-30 00:00:00.000;110000;1-2 Miles;Chula Vista
16839;Julia;Ross;Julia Ross;2022-10-10 00:00:00.000;170000;0-1 Miles;West Covina
16840;Xavier;Torres;Xavier Torres;2022-05-24 00:00:00.000;80000;2-5 Miles;Cliffside
16841;James;Turner;James Turner;2022-02-25 00:00:00.000;80000;2-5 Miles;Westminster
16842;Jenny;Yang;Jenny Yang;2022-10-25 00:00:00.000;110000;2-5 Miles;Burbank
16843;Jimmy;Ramos;Jimmy Ramos;2022-10-27 00:00:00.000;130000;0-1 Miles;Concord
16844;Emma;Robinson;Emma Robinson;2022-10-22 00:00:00.000;160000;0-1 Miles;Torrance
16845;Andrea;Adams;Andrea Adams;2022-10-05 00:00:00.000;170000;1-2 Miles;West Covina
16846;James;Phillips;James Phillips;2022-02-21 00:00:00.000;80000;2-5 Miles;Langley
16847;Eduardo;Hall;Eduardo Hall;2022-06-14 00:00:00.000;80000;2-5 Miles;Newton
16848;Jessica;Thomas;Jessica Thomas;2022-01-31 00:00:00.000;80000;0-1 Miles;Newton
16849;Jonathan;Collins;Jonathan Collins;2022-12-04 00:00:00.000;80000;2-5 Miles;Victoria
16850;Jessica;Jenkins;Jessica Jenkins;2022-10-04 00:00:00.000;90000;2-5 Miles;Spokane
16851;Kevin;Hayes;Kevin Hayes;2022-10-23 00:00:00.000;100000;2-5 Miles;Bellflower
16852;Kate;She;Kate She;2022-10-15 00:00:00.000;110000;5-10 Miles;Burlingame
16853;Christina;Bailey;Christina Bailey;2022-12-20 00:00:00.000;110000;5-10 Miles;Colma
16854;Seth;Adams;Seth Adams;2022-10-04 00:00:00.000;170000;1-2 Miles;Woodland Hills
16855;Evelyn;Srini;Evelyn Srini;2022-10-16 00:00:00.000;80000;5-10 Miles;Cliffside
16856;Erin;Rivera;Erin Rivera;2022-08-28 00:00:00.000;90000;5-10 Miles;Bremerton
16857;Lawrence;Munoz;Lawrence Munoz;2022-05-04 00:00:00.000;90000;5-10 Miles;Burien
16858;Jan;Lopez;Jan Lopez;2022-12-07 00:00:00.000;100000;5-10 Miles;Everett
16859;Jack;Kumar;Jack Kumar;2022-10-17 00:00:00.000;100000;5-10 Miles;Puyallup
16860;Haley;Rogers;Haley Rogers;2022-03-12 00:00:00.000;110000;1-2 Miles;Beverly Hills
16861;Luis;Sharma;Luis Sharma;2023-01-13 00:00:00.000;130000;0-1 Miles;Lakewood
16862;Timothy;Nelson;Timothy Nelson;2023-01-13 00:00:00.000;130000;0-1 Miles;National City
16863;Kaitlyn;Clark;Kaitlyn Clark;2022-03-05 00:00:00.000;80000;1-2 Miles;Beaverton
16864;Grace;Ramirez;Grace Ramirez;2022-10-26 00:00:00.000;100000;5-10 Miles;Yakima
16865;Jordyn;Diaz;Jordyn Diaz;2022-10-22 00:00:00.000;120000;5-10 Miles;Coronado
16866;Alexandra;Parker;Alexandra Parker;2022-10-13 00:00:00.000;130000;2-5 Miles;Grossmont
16867;Katelyn;King;Katelyn King;2022-10-04 00:00:00.000;130000;0-1 Miles;Redwood City
16868;Xavier;Jackson;Xavier Jackson;2022-10-16 00:00:00.000;160000;2-5 Miles;Spring Valley
16869;Vanessa;Patterson;Vanessa Patterson;2022-10-04 00:00:00.000;170000;2-5 Miles;Torrance
16870;Andrea;Morgan;Andrea Morgan;2022-02-03 00:00:00.000;60000;1-2 Miles;Langley
16871;Anna;Clark;Anna Clark;2022-10-07 00:00:00.000;90000;10+ Miles;Santa Monica
16872;Samuel;Taylor;Samuel Taylor;2022-10-16 00:00:00.000;80000;5-10 Miles;Redwood City
16873;Damien;Deng;Damien Deng;2022-07-23 00:00:00.000;30000;5-10 Miles;Calgary
16874;Leslie;Munoz;Leslie Munoz;2022-05-16 00:00:00.000;90000;5-10 Miles;Concord
16875;Samantha;Diaz;Samantha Diaz;2022-06-24 00:00:00.000;90000;5-10 Miles;Coronado
16876;Jackson;Sharma;Jackson Sharma;2022-04-24 00:00:00.000;40000;1-2 Miles;Langford
16877;Katelyn;Adams;Katelyn Adams;2022-02-15 00:00:00.000;50000;1-2 Miles;Ballard
16878;Devin;Young;Devin Young;2022-02-23 00:00:00.000;50000;5-10 Miles;Corvallis
16879;Morgan;Taylor;Morgan Taylor;2022-02-26 00:00:00.000;50000;5-10 Miles;Milwaukie
16880;Edgar;Patel;Edgar Patel;2022-10-24 00:00:00.000;70000;5-10 Miles;Chula Vista
16881;Ruben;Alonso;Ruben Alonso;2022-10-28 00:00:00.000;70000;5-10 Miles;Colma
16882;Robert;Young;Robert Young;2022-10-25 00:00:00.000;100000;5-10 Miles;Milwaukie
16883;Tyler;Davis;Tyler Davis;2023-01-05 00:00:00.000;120000;5-10 Miles;Lakewood
16884;Richard;Miller;Richard Miller;2022-04-06 00:00:00.000;60000;5-10 Miles;Yakima
16885;Garrett;Cook;Garrett Cook;2022-03-16 00:00:00.000;60000;1-2 Miles;Salem
16886;Aidan;Flores;Aidan Flores;2022-02-04 00:00:00.000;60000;5-10 Miles;Portland
16887;Cody;Rivera;Cody Rivera;2022-02-20 00:00:00.000;60000;5-10 Miles;Lemon Grove
16888;Arianna;Hughes;Arianna Hughes;2022-02-08 00:00:00.000;60000;5-10 Miles;El Cajon
16889;Daniel;Rodriguez;Daniel Rodriguez;2022-03-10 00:00:00.000;60000;5-10 Miles;Torrance
16890;Timothy;Reed;Timothy Reed;2022-03-14 00:00:00.000;60000;5-10 Miles;Puyallup
16891;Natalie;Gonzales;Natalie Gonzales;2022-11-27 00:00:00.000;70000;5-10 Miles;National City
16892;Rebecca;Evans;Rebecca Evans;2022-10-25 00:00:00.000;70000;5-10 Miles;Bellflower
16893;Isaac;Howard;Isaac Howard;2022-10-17 00:00:00.000;70000;5-10 Miles;Walla Walla
16894;Abigail;Walker;Abigail Walker;2022-03-07 00:00:00.000;60000;5-10 Miles;Salem
16895;Chloe;Gonzales;Chloe Gonzales;2022-03-19 00:00:00.000;40000;1-2 Miles;Lemon Grove
16896;Natalie;Perez;Natalie Perez;2022-03-16 00:00:00.000;40000;5-10 Miles;El Cajon
16897;Lauren;Torres;Lauren Torres;2022-03-01 00:00:00.000;40000;5-10 Miles;Los Angeles
16898;Angel;Reed;Angel Reed;2022-03-26 00:00:00.000;40000;5-10 Miles;West Covina
16899;Whitney;Sanchez;Whitney Sanchez;2022-06-16 00:00:00.000;110000;2-5 Miles;Burien
16900;Miguel;Jones;Miguel Jones;2022-08-17 00:00:00.000;120000;5-10 Miles;San Diego
16901;Ricky;Munoz;Ricky Munoz;2022-09-25 00:00:00.000;130000;2-5 Miles;Concord
16902;Shawn;She;Shawn She;2022-05-23 00:00:00.000;90000;5-10 Miles;Burnaby
16903;Ian;Wright;Ian Wright;2022-11-12 00:00:00.000;110000;5-10 Miles;Santa Cruz
16904;Arianna;Bailey;Arianna Bailey;2022-10-10 00:00:00.000;110000;5-10 Miles;Grossmont
16905;Janet;Stewart;Janet Stewart;2022-08-03 00:00:00.000;130000;2-5 Miles;Imperial Beach
16906;Brittany;Flores;Brittany Flores;2022-08-10 00:00:00.000;170000;2-5 Miles;Oak Bay
16907;Sarah;Hall;Sarah Hall;2022-10-25 00:00:00.000;80000;5-10 Miles;National City
16908;Kristi;Patel;Kristi Patel;2022-10-06 00:00:00.000;80000;5-10 Miles;Burien
16909;Chloe;Walker;Chloe Walker;2022-10-27 00:00:00.000;90000;5-10 Miles;Long Beach
16910;Ryan;Diaz;Ryan Diaz;2022-02-13 00:00:00.000;120000;5-10 Miles;Cliffside
16911;Caleb;Patterson;Caleb Patterson;2022-09-11 00:00:00.000;90000;5-10 Miles;Everett
16912;Dalton;Patterson;Dalton Patterson;2022-11-26 00:00:00.000;90000;1-2 Miles;Olympia
16913;Marcus;Flores;Marcus Flores;2022-08-23 00:00:00.000;100000;5-10 Miles;Salem
16914;Alexandra;Campbell;Alexandra Campbell;2022-11-28 00:00:00.000;100000;0-1 Miles;Puyallup
16915;Mason;Phillips;Mason Phillips;2022-11-28 00:00:00.000;100000;0-1 Miles;Walla Walla
16916;Cheryl;Dominguez;Cheryl Dominguez;2022-11-13 00:00:00.000;110000;1-2 Miles;Bluffton
16917;Brett;Subram;Brett Subram;2022-12-09 00:00:00.000;120000;0-1 Miles;Beverly Hills
16918;Alexandria;Cox;Alexandria Cox;2023-01-16 00:00:00.000;40000;5-10 Miles;Tacoma
16919;Kaitlin;Sullivan;Kaitlin Sullivan;2022-04-18 00:00:00.000;20000;1-2 Miles;Rhodes
16920;Eduardo;Stewart;Eduardo Stewart;2022-03-24 00:00:00.000;60000;1-2 Miles;Torrance
16921;Edwin;Jai;Edwin Jai;2022-05-13 00:00:00.000;40000;5-10 Miles;Calgary
16922;Emma;Jackson;Emma Jackson;2023-01-22 00:00:00.000;40000;5-10 Miles;Bellingham
16923;Connor;Gonzales;Connor Gonzales;2022-12-06 00:00:00.000;40000;5-10 Miles;Kirkland
16924;Julia;Price;Julia Price;2022-04-21 00:00:00.000;60000;1-2 Miles;Concord
16925;Spencer;Patterson;Spencer Patterson;2022-04-09 00:00:00.000;60000;1-2 Miles;Daly City
16926;Rodney;Sanz;Rodney Sanz;2022-05-13 00:00:00.000;10000;5-10 Miles;Hawthorne
16927;Rebekah;Gonzalez;Rebekah Gonzalez;2022-02-17 00:00:00.000;20000;5-10 Miles;St. Leonards
16928;Bryan;Stewart;Bryan Stewart;2020-02-17 00:00:00.000;30000;5-10 Miles;Goulburn
16929;Savannah;Scott;Savannah Scott;2020-02-14 00:00:00.000;30000;5-10 Miles;Hobart
16930;Kristen;Zhao;Kristen Zhao;2022-04-02 00:00:00.000;20000;5-10 Miles;Newcastle
16931;Dalton;Lee;Dalton Lee;2020-02-18 00:00:00.000;30000;5-10 Miles;Brisbane
16932;Adam;King;Adam King;2022-06-29 00:00:00.000;20000;0-1 Miles;Billericay
16933;Donald;Arun;Donald Arun;2022-09-20 00:00:00.000;20000;0-1 Miles;Billericay
16934;Michele;Vazquez;Michele Vazquez;2022-09-25 00:00:00.000;20000;0-1 Miles;London
16935;Bruce;Perez;Bruce Perez;2022-07-09 00:00:00.000;20000;0-1 Miles;Maidenhead
16936;Alice;Serventi;Alice Serventi;2022-02-18 00:00:00.000;10000;0-1 Miles;Paris La Defense
16937;Craig;Rubio;Craig Rubio;2021-12-16 00:00:00.000;30000;0-1 Miles;Croix
16938;Abigail;Williams;Abigail Williams;2021-05-11 00:00:00.000;20000;0-1 Miles;Newcastle upon Tyne
16939;Bailey;Evans;Bailey Evans;2022-08-22 00:00:00.000;10000;0-1 Miles;Erlangen
16940;Jenny;Zeng;Jenny Zeng;2021-08-12 00:00:00.000;20000;0-1 Miles;Paderborn
16941;Amy;Yang;Amy Yang;2022-12-07 00:00:00.000;10000;0-1 Miles;Sulzbach Taunus
16942;Kaitlyn;Bennett;Kaitlyn Bennett;2021-01-01 00:00:00.000;10000;0-1 Miles;Bobigny
16943;Veronica;Garcia;Veronica Garcia;2022-07-02 00:00:00.000;20000;0-1 Miles;Darmstadt
16944;Alejandro;Raji;Alejandro Raji;2021-08-01 00:00:00.000;20000;0-1 Miles;Paderborn
16945;Brianna;Kelly;Brianna Kelly;2021-05-27 00:00:00.000;30000;0-1 Miles;Gateshead
16946;Teresa;Diaz;Teresa Diaz;2021-06-01 00:00:00.000;30000;0-1 Miles;York
16947;Savannah;Stewart;Savannah Stewart;2022-04-16 00:00:00.000;50000;2-5 Miles;Santa Cruz
16948;Emma;Lee;Emma Lee;2022-04-04 00:00:00.000;50000;0-1 Miles;Shawnee
16949;Luis;Flores;Luis Flores;2022-04-20 00:00:00.000;50000;2-5 Miles;Lemon Grove
16950;Connor;Edwards;Connor Edwards;2022-04-30 00:00:00.000;50000;0-1 Miles;Metchosin
16951;Cassidy;Bennett;Cassidy Bennett;2022-04-03 00:00:00.000;50000;2-5 Miles;Everett
16952;Thomas;Martin;Thomas Martin;2022-05-29 00:00:00.000;50000;2-5 Miles;Newton
16953;Paige;Ward;Paige Ward;2022-02-02 00:00:00.000;60000;2-5 Miles;El Cajon
